reviewer,review
Outdoor Enthusiast,"Took this car camping (boondocking) in late November in a social-distancing way. Temperatures outside were 46F by 4pm and dipped to 39F by the time we went to sleep in our own cars. On the final night, temperatures dropped to as low as 31F, according to my watch that was left inside the car. What helped keep me warm? This bottle. Why? The cover adds additional insulation. However, this did not last as long as my Peter Pan 100oz hot bottle bag (2L = 67oz) because it's smaller capacity and has thinner walls, and thus, could not hold heat in for as long. However, it also is significantly cheaper than the Peter Pan. So, pros and cons. In a test with the Peter Pan and this heat bottle, how did both compare? On the final night when the morning temperature on the watch showed 31F (around 6am) and I had gone to sleep at about 8pm, this bottle was already cool whereas the Peter Pan was STILL warm! TEN hours later! It was inside the sleeping bag with me throughout the night. Water left outside the car (and a bottle inside) was solid frozen. That's how cold it was. So, at some point this particular bottle warmer lost its heat and did not last as long as the Peter Pan, but again, it also costs far less."
Ronny Acosta,"Unlike regular flash cards that require you to not only say the word but make the sound, this whole setup does it for you. The machine itself that holds the card is the perfect size for anyone little ones hand's to hold comfortably. The cards themselves are fair thick and strong enough for my kids and are still holding up great even after being delivered and used daily for almost 2 months. The machine itself is fully rechargeable so I don't have to keep buying batteries. When you insert a card, the machine reads it and not only says the word but makes the noise of whatever the picture shows. If you or the child chooses to have the word and sound repeated, you don't have to remove the card, just put the button on the front and it will repeat the word and sound that picture makes. Great for at home and for anywhere really. Great little learning tool and so much better than a tablet."
Ronny Acosta,"Unlike some of the cords that came with our phones, these last a lot longer, even when they're bent and pulled on. Even when they are bent, which they have numerous of times, these still will continue to charge phones and devices. The length of the cords is another thing which has been helpful because there are plugs that are not close by but even with phones and devices plugged in, we are still within reach of our devices. We just got a new puppy and another thing I am most impressed with is we caught them chewing on the cord and the cord itself was covered in drool but only a few strands of the nylon wrapping was out of place. The cord still charges and works great. Not to mention, it still charges devices fast too."
Ronny Acosta,"Unlike some rose petals that I've purchased in the past, these are so much more thicker and really withstand almost anything. Previous rose petals usually are thin and will start to shed and fray, especially around the edges. With these rose petals, I have not had that issue all all. The petals are a deep, dark red color which was what I was wanting. From afar, they actually look like real rose petals but when you get up close, you can kind of tell that these are fake. The petals themselves are really soft too. When it came to using for decorating, I found that they don't stick to each other. Also, when water or any type of liquid gets on these, the colors don't bleed either."
Ronny Acosta,"Unlike the regular masks that I bought for the older people in my family, they don't fit my little ones' faces very well. I bought these in hopes they wouldn't be too big and they fit perfectly. For my younger one, I did have to twist the ear loops but more importantly, the mask fits their face perfectly. Even with the one a few years older, fits perfectly. There is not gapping and the metal piece that goes across the nose isn't too hard to press in order for it to mold to their nose. Perfectly goes under their chins too. Quality masks that not only still lets them breathe but doesn't cause red marks on their ears either. Great for either going out or for going to school."
Ronny Acosta,"Unlike the tape lint rollers, there is no waste with this lint roller. It is fully reusable and as long as I go in the same direction when wiping whatever off like lint, pet fur or whatever else is on my fabrics, this lint roller gets it off. When it comes to cleaning it off, I just wipe the lint roller in the opposite direction and everything comes off. Some of the finer fur or lint that gets trapped, which is rare, I just take a damp paper towel and wipe it clean. What I love about this lint roller is it folds down to practically nothing and fits inside of my glove compartment and center console in my car. This not only works on my clothes but also the seats in my car. Again, as long as I use this brush in the same direction, I don't have to worry about anything coming off and going back onto my clothes."
Ronny Acosta,"Unlike with most security cameras, the night vision on this isn't black, white and grainy. With the light on the camera, it actually comes out in color and allows us to clearly see a person's face, clearly see the color of vehicles, make, model and even the license plate depending on which way they park. The picture quality on this is so clear that we were able to catch people who were attempting to break into people's cars. If it weren't for this camera, we wouldn't have been able to make clear IDs along with the make, model, color and license plate of their car. Rather than just reporting it and going no where, local PD were actually able to make arrests. The lights on this camera are motion detection only meaning they only turn on when motion is detected. Whether it's day or night, we get clear picture and video quality without having to guess or stare at a blurry picture or video. Really easy to install and set everything up too."
Outdoor Enthusiast,"Used this with my Samsung Galaxy S21+ to see if it would fast-charge the phone. It did. Good, the charging port works fine.

The remaining 7 USB 3.0 ports performed quite well in data transfer tests between my Samsung Evo SSD drive and RavPower USB SSD. Powering up an external, USB-to-SATA device worked well with a mechanical Western Digital hard drive too for as long as you connect the AC adapter to this hub. Otherwise, the USB port itself won't have enough power to keep the hard drive running.

Windows 10 detected the hub with no issues at all, and any device you connected to the hub was detected and treated by the OS the same way as you would if plugged in directly to the motherboard's USB ports. Being able to individually turn on/off USB ports was a nice bonus so you don't have to keep plugging/unplugging devices. It's more compact than I had expected and looks and feels solid. Using the hub to power a keyboard or mouse is overkill for a Desktop PC, but for portable use with a laptop, this is perfect pairing. Hooking up a USB-powered, portable monitor worked well too, but again, be sure you use the included AC adapter to provide the necessary power. Plug in too many power-hungry devices though, and this USB hub will fail on you. That is to be expected for any hub."
Ronny Acosta,"Was looking for a nice but basic scarf and this is anything but basic. The fabric on this scarf is really soft. The picture, to me, made it look like the fabric might possibly be scratchy but it really isn't. For me at least, it looked like it might be. When it arrived, the first thing I did was touch the scarf to make sure and it really is soft. I ended up hand washing this at first but found that even after throwing this in my washer and hang drying it, it still is soft. The fringes at the end still looks great and have not frayed or look like they need to be trimmed. When wearing this around my neck, it really does keep my neck warm and even my ears. Soft fabric that helps keep me warm, very happy I bought this."
Outdoor Enthusiast,"We are boba tea lovers and where we live, there are plenty of shops to choose from. I thought it would be a fun idea to get my wife this set so she could make some herself at home (she already had been with other products). Boba tea was invented in Taiwan and so we expected a kit made from that country to be of high quality. Indeed, it is. Boba balls took a while to soften up with multiple boil and drains, but that is normal. Of course, you can speed things up with microwave, but I prefer the traditional method to slowly and surely get it to the right consistency. That's actually authentic. Flavor-wise, it was pretty good and very similar to the tea shops we have around here, but it also is a tad too sweet. You can make up for that by adding more hot water than asked for or putting less of the flavoring packet. Brown Sugar Milk Tea has been the latest craze here in California. It's just too sweet for me, but that's perhaps part of the addiction. I still prefer the ones we get at our favorite tea shops, but in a pinch, this set will work fine at home. It could make for a cute gift for the boba tea lover."
Outdoor Enthusiast,"We bought my son an analog wrist watch when he was 4 years old. Taught him how to read the hour hand, but we had no idea how to teach him the minute one since he could not yet count beyond 12 or so at the time. So, when telling time, we told him to read 7:45am, for example, as ""Time is 7 o'clock and 9"". With this time practice kit and now that he knows how to read numbers as high as 9,999, we completed the training by having him now read what the minute hand truly means. Within about a week, he was able to memorize that the 9 o'clock position means 45 minutes. Mission accomplished. Did we really need this kit? Not really. We could have drawn the clocks and minute marks ourselves too."
Ronny Acosta,"We bought this to take on trips and found that not only do I use this for trips but for at home use too. I took this on a hiking trip and while the sun was beating down, this fan did help keep me nice and cool. I was only on my hike for about 45-60 minutes and did turn this off and on several times but no matter what, this fan kept me cool and lasted the whole time out there. The fan itself is very light weight and there were even times I forgot I had this on. When at home, I have used this while doing yard work, cleaning out my garage and even while cooking outside. No matter where I use it, I have not had any issues with this overheating, dying out too soon or it falling off. The fan itself is fully adjustable and like I mentioned before, so light weight that it doesn't feel as though something is pulling my neck down. Charging this hardly takes any time but the battery life lasts a fairly long time. Great for adults, teens and kids."
Outdoor Enthusiast,We did not use beer -- we used apple juice instead. It came out delicious. Easy to use and quite stable on the grill. Count on about 1.5 hours on a charcoal grill. Chicken came out juicy on the inside and crispy on the outside. Perfect.
Ronny Acosta,"We don't have anything to help decorate our side garden area and these hooks help with that problem. The hooks themselves were really easy to install since all I had to do was insert the pole into the spikes. What I love about these poles is the fact that I have not had any issues with rusting at all with these poles of the spikes that go into the ground. Once the spikes are inserted into the ground, they are very stable and don't move very easily unless you really move them. I currently have Halloween lights that are hooked onto either side with small pumpkin buckets on the other hook. I love that I can not only use these for Halloween but for really any occasion. Very sturdy and even with the amount of water that gets on these poles, no rusting."
Outdoor Enthusiast,"We followed a method by one of our favorite YouTube content makers. Boiled a large pot of water over fire. Put another pot containing this cornbread mix into the boiling water and covered the top but still allowing some steam to escape. You will know when the cornbread is ready when it rises and a toothpick you stick in comes out dry (no batter stuck to it.) This method surprisingly allows for quite a moist cornbread, and if you like the crispiness of the edges, you could ""toast"" it over the fire for a few more minutes all over (by sticking it on a skewer and rotating). Delicious! Not too sweet, yet dense, fulfilling, and moist. Yum. You can also make this cornbread by putting the mix in a hollowed-out, half orange peel and wrapping with tin foil. Poke a few holes at the top and watch for the bread to rise through the hole. Test with toothpick and enjoy!"
Outdoor Enthusiast,"We go camping a lot and one of the concerns we have are bears. Mind you, I have been hiking/camping/wilderness backpacking for 16+ years and have come across a number of wildlife, including bears. Even had an encounter where I saw a young one next to our tent because one of my friends did not put away her toothbrush and paste like she was supposed to. With that said, there have been times where we have gone camping on dispersed land, and with no bear containers available, an early alert system was something I needed. I use these in conjunction with a string (ie. fishing line) to create a perimeter around our camp. When an animal trips the wire, the alarm goes off, and we'd have some time to react. Thus far, we have not yet encountered a bear in our camp for the past 6 trips, but we did find a coyote trip the alarm and a couple, wild humans who forgot that we had set up a perimeter all around. Once the alarm goes off, the most difficult part at night is to immediately having to go up, check the surrounding, and re-insert the pin to stop the sound. You can imagine how annoyed neighbors might get."
Outdoor Enthusiast,"We got a bunch of these for our investment property where the windows are pretty old (at least 40 years!) We do not yet have the funding to do a window/door replacement, and so this weather stripping would be serving as a temporary stop gap until then. Usage is simple: Clean the window/door frame and let dry, Stick the foam in, Press down to ensure the adhesive sticks well. Done. Make sure you get the right size for your frame width."
Outdoor Enthusiast,"We got one of these for our vacation home for use as a short-term rental (ie. AirBnb). We wanted one that looked ""luxurious"" enough for the decor we have, and indeed, this one does. It feels very solid, heated up about as expected for water to boil in the 6,000' elevation mountain, and the whistle was loud enough to be heard. We genuinely like this kettle."
Outdoor Enthusiast,"We got this toaster for our vacation home to be used as a short-term rental (ie. AirBnb). So, we wanted something that looked decently classy and clean, but was cheap enough to feed a larger family. This one fit the bill -- the lights make it look more expensive than it is, and the 4 slots allow for toasting of up to as many items of various thickness levels. Works like what you'd expect from a toaster, and the crumb catcher at the bottom can be pulled out for easier cleaning. How long it will last, we shall see. It is pretty cool that you can independently control the toast level for each slot pair."
Outdoor Enthusiast,"We had a bed bug infestation at our apartment over a decade ago. It was not fun. Itches and bites all over the body for nearly a month, if I remember correctly. Steam cleaning, multiple high-heat washes and dryings did not help much. Bed bugs and fleas could spread across the home. How did we get these bugs into our home in the first place? No idea. We do hike. We do also have people come over to entertain. Not wanting to deal with infestations any more, we bought mattress covers. It sort of makes sense why my Asian parents never remove the plastic from their mattresses -- not only to keep the surfaces pristine, but to also waterproof and keep bugs out. But that looks ghetto. We also use these covers to prevent accidental leaks from our kids while they are still potty training. Well worth the purchase. Haven't had a bug infestation in a long while."
Ronny Acosta,"We had a very long power outage and luckily this flashlight was bright enough to actually light up a whole room. We lost power when it was already dark and the great thing about this flashlight is how bright it is, which is surprising considering it's size. We were able to stand this up on a table and it was bright enough the illuminate a whole room. It was enough that we never once tripped over anything and we were able to see what was on the floor. We had this flashlight running for over an hour and even through that whole time, it never once became hot or even died. This flashlight is fully rechargeable and not only works indoors but outdoors as well. This has gotten wet on several occasions and still worked with no flickering or flashing. It has not only held up great during our outdoor trips but even for at home use. Lightweight and easy to hold or even carry around."
Ronny Acosta,"We have a 7 month old puppy who still chews on everything and these toys are still lasting since getting these almost 2 months ago. We have 2 other dogs, one is an aggressive chewer who will not stop chewing toys until they're destroyed and another who only chews when left home alone for too long. Even with all of them chewing and destroying toys, these toys are still looking good. Some of the ropes look a little frayed, but they are all still knotted and still in the same shape as they were before they started playing with them. We have not given them all of the toys, only about 2/3's of them but the ones that they are currently playing with, still look great and are not fully destroyed or really even close to it."
Ronny Acosta,"We have a couple of different projectors, a wifi and a non-wifi one and while we love both of them, they can sometimes come out a little grainy. However, this projector is a huge upgrade from those one. Not only does it play similar to our expensive TV, but the picture quality has absolutely no grainy picture at all. This can be used with either a flashdrive or by connecting it to your wifi. This does have a bluetooth connection so connecting this to our bluetooth speakers is really easy to do. There is volume on this but when it's only a few of us, we can hear it clearly. However, when we have more than 3-4 people over, connecting this to a louder speaker is very helpful. I included a video and picture of what the playback quality looks like. While I do have a projector, I wanted to show that even with just a plain white sheet, the picture quality is still amazing. When we play this on our actual screen, it's even better. Comes with everything needed and love that we're able to easily store this in the case that it came with. Great for movies, watching games and really anything. Great picture quality!"
Outdoor Enthusiast,"We have a vacation home in the mountains and these look good for our dark, glass table top. Some encouraging words about living and loving life. As expected, the cork absorbs water well -- purpose of a coaster, right? They are a big thicker than I would like, however."
Outdoor Enthusiast,"We have used these to float down the Kern River near Sequoia National park. As expected, they held up well even for a 190 lb guy, though I felt a little less sturdy on it than with a 47"" tube I had also brought. We have also used these as a floating bar to hold some drinks around the pool. Will they work for snow? I would not advise it. The wall lining is not as thick as the 47"" tube I got, and though it may work for a light child, I would hesitate to use it on myself to ride down the snow. Could it be done? Sure. Might it pop or puncture on something? Probably. Would I get hurt? Probably not. Falling on snow isn't so bad as long as you steer clear of sharp or immovable objects. A small rope with carabiner is included for easier towing/pulling. For more fun, you can also form a chain of tubers with each person holding the handle of the other tube, then having everyone float down the river simultaneously. They pumped up with our battery-operated tool in just a few minutes. Deflated even quicker, though it took some time to completely remove all air for compact storage. Be careful about not folding the tube too harshly, or you'll break the inner wall structure faster and not make them last as long."
Outdoor Enthusiast,"We have used these to float down the Kern River near Sequoia National park. As expected, they held up well even for a 190 lb guy. We have also used these as a floating bar to hold some drinks around the pool. Will they work for snow? We do not yet have snow in our immediate area to test on, though some has already fallen at a resort that takes 6-8 hours to drive to. Looking at the thickness of the tube and the two carry handles, I am certain that they will hold up quite well for inner tubing. Attach a thick rope to one of the handles for easier towing/pulling. For more fun, you can also form a chain of tubers with each person holding the handle of the other tube, then having everyone slide down simultaneously. They pumped up with our battery-operated tool in just a few minutes. Deflated even quick, though it took some time to completely remove all air for compact storage. Be careful about not folding the tube too harshly, or you'll break the inner wall structure faster and not make them last as long."
Outdoor Enthusiast,We have used these with our Philips Avent anti-colic bottles and they work well -- as expected since they are made by and for the same manufacturer. They leak a little but otherwise allow milk to flow nice and evenly.
Ronny Acosta,"We installed this in our garage because even with just doing laundry, we were getting bit by so many mosquitoes and had a lot of flies coming inside. With this bug zapper, we did have to use a ladder to install but all we had to do was put this on a hook that was already installed in one of the boards. When none of the lights are on, this bug zapper will practically light up our garage. When it comes to working, this thing works great. Whether we are getting ready to leave, coming home or out there doing laundry, this thing goes off so much. After only having this up the first week, we found so many dead mosquitoes and flies inside of this thing. When it comes to cleaning, we do need a ladder to clean this because it's up so high so it can be a bit much, but cleaning this is really easy. It did come with a brush that helps get the inside part as sometimes some bugs will get stuck on this. As for making noise, we don't really notice it's up there unless it zaps a bug and we're in our garage. Since having this up for almost 2 months, we have seen less and less bug bites from being in our garage. Even after being inside for over 3 hours from cleaning it out, no bug bites but a lot of zaps."
Outdoor Enthusiast,"We love cooking with sea salt, especially when grilling/BBQing/smoking pork belly, steak, and skewers. With that said, this salt that supposedly comes from Africa has given our meats a very interesting, smoky, very mildly spicy flavor. Is it worth the $10 for 3.5 ounces? That is very hard to say because it is quite pricey. Would diners notice the flavor difference between it and just plain, coarse salt with chipotle flavor sprinkled around? Probably not. I, personally, would not buy this at $10, but it does add a good flavor."
Outdoor Enthusiast,"We love cooking with sea salt, especially when grilling/BBQing/smoking pork belly, steak, and skewers. With that said, this salt that supposedly comes from Africa has given our meats a very interesting, smoky, very mildly spicy flavor. Is it worth the $10 for 3.5 ounces? That is very hard to say because it is quite pricey. Would diners notice the flavor difference between it and just plain, coarse salt with chipotle flavor sprinkled around? Probably not. I, personally, would not buy this at $10, but it does add a good flavor."
Outdoor Enthusiast,"We love hot pot/shabu shabu. We love it even more with two different flavors. Add a BBQ grill into the mix, and we'd be in heaven (which this product does not provide, by the way). The pot feels sturdy and note that it's aluminum die cast. It is not a cast iron one. Nonetheless, it heated and retained heat pretty well, and cleanup was easy as expected: soap and rinse and nothing was sticking. There shouldn't be much sticking anyway since food is submerged under liquid at all times. It is dishwasher safe, the company claimed, and yep, it survived a couple washing cycles. Product claims to work with induction cook tops because of its aluminum alloy bottom."
Ronny Acosta,"We originally purchased this for our ducks but since we moved, we have a different area and no longer needed this chicken coop for them. However, we inherited chickens with the new house and now they're inside this coop. Putting this together was definitely a 2 person job which made this go so much easier and faster. I found that building the base and frame was a lot easier. At first, we did have to put bricks at the bottom of the opening because our ducks were trying to fit underneath, but with the chickens, we didn't have to do that. The coop itself is a lot sturdier than it looked, especially when we first took it out of the box. The sun cover really does shade where we have their house but still allows them to walk all the way around this even with their house inside of this coop. The structure of this is really strong and even with the breeze and wind gusts that we've had more recently, this chicken coop is still standing. Overall, this chicken coop is very structurally sound and has been a great way to keep our chickens safe from not just our dogs but other predators out where we live."
Outdoor Enthusiast,"We own a multi-story home in the mountains. California wildfires have been more frequent, larger, and more devastating in the past, few years due to our extreme drought conditions and high winds (among other factors). We were concerned that our children might be stuck on the top floors with no way to escape if the stairs were engulfed in flames. The only way out: through the windows two or three stories high. These escape ladders would solve that problem for them: take them out of the box, attach to the window rim, unlock the steps, and climb down. We did a couple test runs and coached them to ALWAYS have 3 points of contacts on the ladder: meaning, there are 2 hands and 2 feet -- always keep 3 of those limbs on the ladder while moving. Learned this trick from ice climbing. WARNING: Packaging says the ladder can ONLY BE USED ONE TIME. After that, Kidde considers the integrity of the ladders as compromised. Should you practice? Heck yes. Can you practice? If you're a teenager or heavier, I would advise against it -- practice with ANOTHER unit instead (yes, it'll cost you money, but it's best everyone knows how to use the ladder in an emergency instead of at that very moment). I had my little kids practice under supervision. I also inspected the ladder afterwards before putting it back away."
Outdoor Enthusiast,"We planted the seeds back in March and are now seeing large enough of a head to harvest. We snuck a few pieces to taste test and they were good. Be sure to always cut the head off before they start developing flowers. Once they flower, they'll become tough to eat. To minimize flowering, keep the roots cool by putting thicker layers of top soil. Heat hitting the roots will encourage flowering..."
Ronny Acosta,"We recently bought a pizza oven and found that our short pizza pan's handle was too short for this pizza oven. Not only does this handle work so much better, but we no longer have to worry about the heat or possibly burning ourselves. The handle on this is really strong and sturdy. Whether we have a frozen, defrosted, homemade or fully cooked pizza, this handle can take it. Not to mention the pan that holds everything is not made of cheap metal. The cutter works so much better than a traditional pizza cutter and doesn't require us to go through any pizza several times in order for the pizza to be cut. The other thing I love about this peel is that we were not only able to do pizzas but calzones, garlic bread and even a wire tray with chicken wings. At first I was worried about storing, but with the hook at the end, we're able to hang this inside of our pantry."
Ronny Acosta,"We use this laundry bag not only for home, but we were also able to use this at several hotel rooms and even in our camping trailer. While we have a decent amount of space in our bathroom, I found that hanging this on the door was so much easier than having dirty laundry everywhere. This is really easy to hang on really any door and really comes in handy. Even if we stay in a hotel room, we can easily hang it up and even when its full, the fabric on this doesn't tear easily. When full, we're able to just dump everything in our washer, including the laundry bag itself. While we don't dry this bag, it dries pretty fast when hung up on a hanger. The bag is made of really good fabric and holds strong, even with a bunch of dirty towels inside. Easy to carry and makes it so much easier to carry things to our washer."
Outdoor Enthusiast,"We usually get dried cranberries and thought to give blueberries a try. Quite delicious! Which one do we prefer? Well, we still like the cranberries. Depends on the mood, but doesn't hurt to have both available for snacking."
Ronny Acosta,"We usually have weekly Uno family games but when you have to use 2-3 decks, shuffling them can be very tedious and tiring. We bought this in hopes it would work and it really does. We're able to put 2.5 decks in this shuffler and not only does it shuffle them a lot faster but it makes it so much easier too. Even when we have long games and keep needing more and more cards shuffled, we just put them in this and it will shuffle them for us. Not to mention, we don't have to worry about cards getting bent, torn or even flying around the table. The other cool thing is that no one can see the cards that are being shuffled. This did not come with batteries and I did have to go out and buy them, however, it doesn't kill the batteries. We have used this several days out of the week and we still have the same batteries that we put in this shuffler when we got it about a month ago. Great for Uno cards, regular playing cards and even Cards Against Humanity cards."
Outdoor Enthusiast,"We would like to be as eco-friendly as possible. For that reason, we ""banned"" one-time-use items for our camping trips for a few years already, such as plastic cups, plates, and utensils. This set of sugarcane-based plates supposedly will help solve that problem. Why? According to another manufacturer, ""sugarcane products normally biodegrade within 90 days; plastics will take up to 400 years to degrade and styrofoam never degrades!"" With that said, these plates held up sturdy enough against juicy burgers, BBQ, and even stews, but one thing to be mindful of: rice will stick and individual grains will be hard to pick off. Other than that, we like this product. Now we can bring single-use plates back to camping without adding a significant burden onto our waste management."
Outdoor Enthusiast,"We've had one of these for a couple years now and got another set when our youngest started fighting with the older one for the broom, dust pan, or mop. We got the older one (son) to start sweeping the kitchen after every meal to earn points towards a reward. Like story time before sleep, a favorite YouTube episode on the weekend, or mommy/daddy time after work. The youngest (daughter) grabbed the mop each time to try to help him sweep, and of course, she'd often try to use the same items that her brother was holding. Got another set. Have both kids now sweep (daughter makes a huge mess, son does a better job each time). He does it to earn points and she does it to mimic her brother. Win-win for everyone involved! We use this to teach the kids to contribute to the household, earn rewards through work, and build self-esteem, work habit, and hand-eye coordination. He also started to sweep better than what he used to do: where he simply just went through the motion but crumbs and dirt were still all over the floor. Now he's learned to sweep them into smaller piles for pickup with the dust pan later -- provided his sister didn't ruin his work. ""Sweep and pick up faster than, son!"" And faster he did. Another win!"
Ronny Acosta,"What I didn't expect were these to actually keep my feet warm. I thought for sure with the openings that my feet would not stay warm but they do. When it comes to wearing, these not only keep my feet nice and warm but they're really comfortable too. The padding on the bottom of these is cushioned very well. I have worn these with and without socks and with whichever way I wear them, they always are soft and keep my feet warm. The nice thing about these are the bottoms. I didn't think they would actually have that much traction control but they really do. Whether I'm just walking in these around the house, walking outside or even cleaning in these, I have not had any issues with slipping. Really comfortable and after an month of wearing, still look and feel great."
Ronny Acosta,"What I didn't think this safe was going to be was so heavy duty. While I don't have a problem with that, I was completely surprised about how this safe was built. I have this installed in my garage. It not only came with batteries but screws that allowed me to screw this into a corner of my garage which prevents anyone from just taking this. The safe itself can either be opened by a number code that I was able to set myself or use the keys that comes with this. The safe actually comes with 2 pairs of keys. One set is for the front door of the safe and the other set is for the mini safe that is inside of this safe. Not only am I able to store some important documents but other items that I want to ensure to keep safe. The safe itself is anything but light and did require me to use a hand cart to move this to where I wanted it. The security features of this safe are really great. There are 3 ways to open the safe. The inside can only be opened with the keys though. There is a nice liner inside of the safe too. Great security features and very thick locking bars."
Ronny Acosta,"What I found with these bags is that the syringes that come with these, it takes between 5-7 full syringe fulls to fill these bags. However, this depends on how much you want inside each bag. When it comes to reusing these, I filled these with warm soapy water and was able to fully clean the inside of each bag. I found that as long as a stray is inserted inside of the bags, this helps dry them a lot faster than just leaving them alone as the bag will fall flat and won't dry. The bags themselves don't leak at all and as long as the locks on these are completely locked, no matter how much you move them around, no leaking at all. I can honestly say that these bags are almost realistic as I do work in the medical field. Easy to fill and while you do have to work to get these cleaned out, they are in fact reusable."
Ronny Acosta,"What I love about these earbuds is I don't have to have the volume up high in order for them to be completely noise canceling. I will have my volume up at around 25-30% and I won't be able to hear outside of the earbuds. These have been great when it comes to doing online meetings, listening to music, watching movies and really anything else. They connect easily to my phone, tablet, laptop and even my desktop. Once I have these connected, they stay connected without dropping it's signal, unless I'm out of the connection range. Really comfortable to wear for short or long periods of time. Best thing about these is when I have my dual headset on for work, I'm still able to have at least 1 earbud in without anyone noticing or it being uncomfortable."
Ronny Acosta,"What I love about these lights is they are actually in the shape of snowflakes and not something that is supposed to look like them. The length of this strand is not only long enough for my window but I was able to go up and down either side too. The lights themselves are fully battery operated and even though they take batteries, they don't kill the batteries fast. I have had the same batteries in these lights since the first day I got them which was almost a month ago. The lights are a bright white color and even during the day, I'm still able to kind of see them, mainly because it's been cloudy. At night, however, that is when you can really see the shapes. Even with these being in my window, you can clearly see them on the outside and even while we're inside. These can definitely be used anywhere since these are battery operated."
Ronny Acosta,"What I love about these lights is they can be used anywhere. Personally for me, I bought these for our TV storage unit that has big cabinets but have no lights. These lights were really easy to install and have stickies that attach to the back of the lights and to whatever I want it stuck too. The lights themselves are not only bright enough to light up the dark cabinets but with the remote, it makes it so much easier to turn them on and off when we want to. These are completely battery operated but they did come with batteries which was really helpful. With the lights, we got a total of 6 and 2 remotes. We found that the remotes work for all of the lights. So if you're in the range of the lights with either remote, you can turn these on or off. There are a lot of lighting options that you can choose. We were able to use these for our cabinets and now can see so much better."
Ronny Acosta,"What I love about these pieces is you get such a great variety of different items to paint. The backs of these are completely flat which is nice because they can be used as magnets or just paint and play with them. Each layer of these came in their own foam cut out so when they arrived, none of them were broken, cracked or damaged at all. When it comes to painting these, it did come with it's own paint but my kids ended up using their own because we ended up wanting to put 2-3 different coats on some pieces. It did come with brushes but again, we ended up buying a variety brush set. We did use the paint that this came with and it is fully washable. Not to mention, once the pieces were dry, the paint didn't rub off or stain anything. Whether we glued a magnet or a wooden stick in the back, we were able to use a hot glue gun on these and not have them melt or become damaged. Really fun to paint and with as many as you get, you can do practically anything with these. We are currently getting ready to make an under the sea mobile with the sea themed pieces."
Ronny Acosta,"What I love about these signs is they are really easy to put up. When they arrived, the sticks that go inside of the signs were separate from the signs. None of the sticks were broken or damaged and neither were the signs. All of them had bright vibrant colors that were printed on them. When it comes to putting them together, the sticks are a little hard to put inside of these at first but once they're in, they don't move around or even come out. I did have to water my yard as it was a little too hard when it came to putting these in. However, once they were in the ground, not even a slight wind storm knocked them over. Even when the sprinklers came on, the signs were not damaged and are completely waterproof. Printed on quality boards that can withstand wind, water and even the sun on them. The great thing about these is they can be reused for the next birthday."
Ronny Acosta,"What I love about these watch bands is they are so easy to use. Meaning, I'm able to change out to whichever color I feel like wearing that day easily without it taking up much of my time trying to do so. The bands themselves are really comfortable to use. I will say that if you do accidentally cut the bands, they will eventually tear all the way through, even if the cut wasn't made all the way through. However, do make sure that they are not laying around when cutting things on top of them. Other than that accident, the quality of the bands is really good and no matter how much I move around in these, I have not had any issues with them tearing or ripping on their own. Easy to adjust and easy to switch out too."
Ronny Acosta,"What I love about this air duster is it's not only easier and better to use than the canister dusters but it cleans so much more than just keyboards. I've been able to use this inside of my car, window sill and even small crevices. The brushes that these comes with really does help to loosen up stuck on dirt and dust. Once loosen, I just use this duster and it's gone. When it comes to the tools, I'm not only able to help loosen up sticky dirt, gunk or dust but I'm also able to clean them with a little soap and warm water. The duster is a lot more powerful than I thought it was but it's definitely been a good thing. While I did use up the battery the first time I used this, charging this duster doesn't take too long. I did have a lot of things to dust or clean out, which is why the battery died kind of fast, however the battery on this does last a very good while."
Ronny Acosta,"What I love about this bag is it's not only big enough to hold my work uniforms but it's great for just grabbing and going. Where I work, I have to wear full jumpsuit uniforms that can not only be big and bulky but smell too. This laundry bag not only holds those but also my undershirts and anything else I wear under my uniforms. The size of the bag is very convenient when it comes to holding. I already have a lunch bag that is a backpack so with this back strap, I'm able to hold it on my opposite arm of where my lunch bag is. Everything fits inside and even when I take everything to the laundromat to get washed, I'm able to wash this bag with my uniforms. I have been using this for over a month now, getting washed every week and not only is it holding up well, it has absolutely nothing wrong with it. Has a good amount of space and just makes carrying everything so much easier."
Ronny Acosta,"What I love about this bike rack is that even though I have the connection on my car, I didn't have a hitch for this bike rack but it came with one. The hitch itself is heavy duty and was easy to connect. When it comes to the bike rack, I was able to put 3 bikes on this without any issues. It does say it holds up to 4, but I only have 3 bikes that needed to be held and I was able to do that without it damaging my bikes or my car. The straps on these are really strong and hold the bikes without them moving around too much. Even on not so smooth roads, the bikes still stayed attached to the bike rack itself. The whole setup is heavy duty and not cheap like my old one that rusted out within a month. Even with being near a beach, the rack shows no signs of rusting or falling apart. Even the straps are still holding strong."
